Unidade Responsável;UASG;Id do item no PCA;Categoria do Item;Identificador da Futura Contratação;Nome da Futura Contratação;Catálogo Utilizado;Classificação do Catálogo;Código da Classificação Superior (Classe/Grupo);Nome da Classificação Superior (Classe/Grupo);Código do PDM do Item;Nome do PDM do Item;Código do Item;Descrição do Item;Unidade de Fornecimento;Quantidade Estimada;Valor Unitário Estimado (R$);Valor Total Estimado (R$);Valor orçamentário estimado para o exercício (R$);Data Desejada
SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MF - SC;170166;74;Material;170166-90042/2023;Materiais e Equipamentos de Proteção Individual;CNBS (Catálogo Nacional de Bens e Serviços);Material;8415;VESTUÁRIO PARA FINS ESPECIAIS;1413;CAPA CHUVA;221973;MATERIAL: NÁILON, TIPO USO: INDUSTRIAL, TRANSMITÂNCIA: OPACA, COR: AZUL, CARACTERÍSTICAS ADICIONAIS: COM CAPUZ;UN;3,0000;163,3000;489,9000;0,0000;29/12/2023
SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MF - SC;170166;75;Material;170166-90042/2023;Materiais e Equipamentos de Proteção Individual;CNBS (Catálogo Nacional de Bens e Serviços);Material;4240;EQUIPAMENTO PARA SEGURANÇA E SALVAMENTO;1372;CAPACETE SEGURANÇA;403735;MATERIAL: POLIPROPILENO ALTA DENSIDADE, CARACTERÍSTICAS ADICIONAIS: FIXAÇÃO JUGULAR TRÊS PONTAS, ADAPTADOR LANTERNA;UN;3,0000;84,9900;254,9700;0,0000;29/12/2023
SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MF - SC;170166;76;Material;170166-90042/2023;Materiais e Equipamentos de Proteção Individual;CNBS (Catálogo Nacional de Bens e Serviços);Material;4240;EQUIPAMENTO PARA SEGURANÇA E SALVAMENTO;1214;PROTETOR AURICULAR;221201;TIPO CONCHA: DUPLA, MATERIAL: ABS - ACRILONITRILE/BUTADIENE/STIRENE, MATERIAL HASTE: AÇO INOXIDÁVEL, MATERIAL ALMOFADA: ESPUMA, TAMANHO: NÃO APLICÁVEL, CARACTERÍSTICAS ADICIONAIS: PARA FIXAÇÃO EM CAPACETES;UN;3,0000;225,9900;677,9700;0,0000;29/12/2023
SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MF - SC;170166;77;Material;170166-90042/2023;Materiais e Equipamentos de Proteção Individual;CNBS (Catálogo Nacional de Bens e Serviços);Material;8430;CALÇADOS MASCULINOS;1415;BOTA SEGURANÇA;444214;MATERIAL: PVC - CLORETO DE POLIVINILA, COR: PRETA, TAMANHO: 39, TIPO CANO: LONGO, CARACTERÍSTICAS ADICIONAIS: COM FORRO, ANTIDERRAPANTE;UN;3,0000;171,9900;515,9700;0,0000;29/12/2023
SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MF - SC;170166;78;Material;170166-90042/2023;Materiais e Equipamentos de Proteção Individual;CNBS (Catálogo Nacional de Bens e Serviços);Material;4240;EQUIPAMENTO PARA SEGURANÇA E SALVAMENTO;1306;RESPIRADOR;336783;MATERIAL: ELASTÔMERO SINTÉTICO, TAMANHO PEÇA FACIAL: TAMANHO REGULAR, APLICAÇÃO: 2 RESPIRADORES, CARACTERÍSTICAS ADICIONAIS: CARTUCHO VAPORES ORGÂNICOS E GASES ÁCIDOS, TIPO: SEMIFACIAL;UN;3,0000;234,9900;704,9700;0,0000;29/12/2023
SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MF - SC;170166;79;Material;170166-90042/2023;Materiais e Equipamentos de Proteção Individual;CNBS (Catálogo Nacional de Bens e Serviços);Material;4240;EQUIPAMENTO PARA SEGURANÇA E SALVAMENTO;7495;FILTRO RESPIRADOR;449179;REFERÊNCIA: 60926, USO: MÁSCARA SEMIFACIAIS E FACIAIS, APLICAÇÃO: PARA MULTIGASES + P3, CARACTERÍSTICAS ADICIONAIS: VAPORES ORGÂNICOS, GASES ÁCIDOS,AMÔNIA, METILAMINA;UN;12,0000;146,1000;1753,2000;0,0000;29/12/2023
SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MF - SC;170166;80;Material;170166-90042/2023;Materiais e Equipamentos de Proteção Individual;CNBS (Catálogo Nacional de Bens e Serviços);Material;8415;VESTUÁRIO PARA FINS ESPECIAIS;14086;CAMISA UNIFORME;602189;MATERIAL: 100% ALGODÃO, TIPO MANGA: LONGA COM ELÁSTICO NOS PUNHOS, QUANTIDADE BOLSOS: 2 (UM DE CADA LADO DO PEITO), COR: C/ COR, TAMANHO: XXG, CARACTERÍSTICAS ADICIONAIS: COM FAIXA REFLETIVA, TIPO CAMISA: OPERACIONAL;UN;6,0000;52,9000;317,4000;0,0000;29/12/2023
SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MF - SC;170166;81;Material;170166-90042/2023;Materiais e Equipamentos de Proteção Individual;CNBS (Catálogo Nacional de Bens e Serviços);Material;8415;VESTUÁRIO PARA FINS ESPECIAIS;14085;CALÇA;602315;MATERIAL: 100% ALGODÃO, QUANTIDADE BOLSOS: 4,SENDO 2 FRONTAIS E 2 TRASEIROS, COR: C/ COR, TAMANHO: 40, TIPO USO: OPERACIONAL, CARACTERÍSTICAS ADICIONAIS: FAIXA REFLETIVA NAS PERNAS;UN;6,0000;52,9000;317,4000;0,0000;29/12/2023
SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MF - SC;170166;82;Material;170166-90042/2023;Materiais e Equipamentos de Proteção Individual;CNBS (Catálogo Nacional de Bens e Serviços);Material;4240;EQUIPAMENTO PARA SEGURANÇA E SALVAMENTO;5022;CINTO SEGURANÇA;296586;MATERIAL: NÁILON, COMPRIMENTO: 1,50, LARGURA: 5, REVESTIMENTO INTERNO: ALMOFADA, CARACTERÍSTICAS ADICIONAIS: 02 ARGOLAS FIXAS EM AÇO FORJADO E TALABASTE, COMPONENTES: PORTA-FERRAMENTAS;UN;3,0000;143,9000;431,7000;0,0000;29/12/2023
SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MF - SC;170166;83;Material;170166-90042/2023;Materiais e Equipamentos de Proteção Individual;CNBS (Catálogo Nacional de Bens e Serviços);Material;4240;EQUIPAMENTO PARA SEGURANÇA E SALVAMENTO;14359;LANTERNA DE CABEÇA/CAPACETE;603786;ALIMENTAÇÃO: BATERIA REGARREGAVEL, TIPO LÂMPADA: PELO MENOS 750 ELO MENOS 750 LÚMES, CAPACIDADE FOCAL: ALCANCE DE 320 METROS OU 1.000 LUMENS COM 1,5 HORA, MATERIAL LENTE: LENTE DE VIDRO SELADA., CARACTERÍSTICAS ADICIONAIS: ALCANCE DE 230 METROS 3 FUNÇÕES DE LUMINOSIDAD;UN;3,0000;2295,0000;6885,0000;0,0000;29/12/2023
SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MF - SC;170166;84;Material;170166-90042/2023;Materiais e Equipamentos de Proteção Individual;CNBS (Catálogo Nacional de Bens e Serviços);Material;6660;INSTRUMENTOS E APARELHOS METEOROLÓGICOS;2512;ANEMÔMETRO;607231;TIPO: DISPLAY  4 DÍGITOS, TEMPERATURA DE OPERAÇÃO: 00 A 40, TEMPERATURA ARMAZENAMENTO: -20 A 50, TAXA DE AMOSTRAGEM: 0,5, CARACTERÍSTICAS ADICIONAIS: SENSOR DE VELOCIDADE DE VENTO, SENSOR DE COEFICIEN;UN;1,0000;1265,0000;1265,0000;0,0000;29/12/2023
SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MF - SC;170166;85;Material;170166-90042/2023;Materiais e Equipamentos de Proteção Individual;CNBS (Catálogo Nacional de Bens e Serviços);Material;6625;INSTRUMENTO DE TESTE E DE MEDIÇÃO DE PROPRIEDADES ELÉTRICAS E ELETRÔNICAS;8980;LUXÍMETRO;429435;TIPO: DIGITAL / PORTÁTIL, TIPO ALIMENTAÇÃO: BATERIA, APLICAÇÃO: MEDIÇÃO DE INTENSIDADE LUMINOSA, CARACTERÍSTICAS ADICIONAIS: DISPLAY DE CRISTAL LÍQUIDO (LCD), COLETA DE DADOS;UN;1,0000;1234,8000;1234,8000;0,0000;29/12/2023
SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MF - SC;170166;86;Material;170166-90042/2023;Materiais e Equipamentos de Proteção Individual;CNBS (Catálogo Nacional de Bens e Serviços);Material;5210;INSTRUMENTOS DE MEDIÇÃO PARA ARTÍFICES;16203;TRENA ELETRÔNICA;402542;TIPO: DIGITAL, MÉTODO DE MEDIÇÃO: A LASER, ALCANCE: 50, TIPO VISOR: CRISTAL LÍQUIDO, CARACTERISTICAS ADICIONAIS: MEMÓRIAS P/ARMAZENAMENTO DE MEDIDAS;UN;1,0000;439,0000;439,0000;0,0000;29/12/2023
SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MF - SC;170166;87;Material;170166-90042/2023;Materiais e Equipamentos de Proteção Individual;CNBS (Catálogo Nacional de Bens e Serviços);Material;6130;CONVERSORES ELÉTRICOS ESTÁTICOS;5838;CONVERSOR;402796;APLICAÇÃO: CARREGADOR VEICULAR PARA NOTEBOOK, TENSÃO ENTRADA: 12, TENSÃO SAÍDA: 110/220, POTÊNCIA: 150, TIPO: INVERSOR DE TENSÃO, CARACTERÍSTICAS ADICIONAIS: PORTA USB DE 5,5V;UN;1,0000;96,9000;96,9000;0,0000;29/12/2023
DELEGACIA DA RECEITA FEDERAL - SAO LUIS/MA;170028;1;Serviço;170028-90004/2022;Prestação de serviços de internet banda larga para a DRF/SLS e Agências;CNBS (Catálogo Nacional de Bens e Serviços);Serviço;141;SERVIÇOS DE TELEFONIA  FIXA COMUTADA  (STFC),  TELECOMUNICA-ÇÕES MÓVEIS (SMP) E TELECOMUNICAÇÕES SATELITAIS;;;26174;ACESSO A INTERNET - STFC (BANDA LARGA);MBPS;1,0000;28663,7400;28663,7400;0,0000;26/04/2023
DELEGACIA DA RECEITA FEDERAL - SAO LUIS/MA;170028;2;Serviço;170028-90021/2022;Manutenção nos aparelhos de ar condicionado;CNBS (Catálogo Nacional de Bens e Serviços);Serviço;871;SERVIÇOS DE MANUTENÇÃO E REPARO DE PRODUTOS FABRICADOS DE METAL,MAQUINARIA E EQUIPAMENTOS;;;3492;AR CONDICIONADO - MANUTENÇÃO DE APARELHOS DE PAREDE;UN;1,0000;63000,0000;63000,0000;0,0000;28/02/2023
DELEGACIA DA RECEITA FEDERAL - SAO LUIS/MA;170028;3;Locação de Imóveis;170028-90014/2022;Locação de imóvel da Agência da Receita Federal em Balsas -MA - PRORROGAÇÃO;CNBS (Catálogo Nacional de Bens e Serviços);Serviço;721;SERVIÇOS IMOBILIÁRIOS RELATIVOS A LOCAÇÃO OU ARRENDAMENTO;;;4316;LOCAÇÃO DE IMÓVEL;UN;1,0000;72599,4400;72599,4400;0,0000;01/12/2023
DELEGACIA DA RECEITA FEDERAL - SAO LUIS/MA;170028;4;Obras e Serviços de Engenharia;170028-90016/2022;Ajuste de projeto Retomada da obra de construção da agência de Caxias;CNBS (Catálogo Nacional de Bens e Serviços);Serviço;833;SERVIÇOS DE ENGENHARIA;;;20060;ELABORAÇÃO / ANÁLISE PROJETO - ENGENHARIA;UN;1,0000;100000,0000;100000,0000;0,0000;02/03/2023
DELEGACIA DA RECEITA FEDERAL - SAO LUIS/MA;170028;5;Serviço;170028-90006/2022;Prestação de serviços de locação de máquinas impressoras para a DRF/SLS e Agências PRORROGAÇÃO;CNBS (Catálogo Nacional de Bens e Serviços);Serviço;152;OUTSOURCING DE IMPRESSÃO - MODALIDADE LOCAÇÃO DE EQUIPAMENTOMAIS PÁGINAS IMPRESSAS;;;;;-;0,0000;0,0000;47851,2700;0,0000;28/02/2023
DELEGACIA DA RECEITA FEDERAL - SAO LUIS/MA;170028;6;Locação de Imóveis;170028-90015/2022;Locação de imóvel da Agência da Receita Federal de Caxias - PRORROGAÇÃO;CNBS (Catálogo Nacional de Bens e Serviços);Serviço;721;SERVIÇOS IMOBILIÁRIOS RELATIVOS A LOCAÇÃO OU ARRENDAMENTO;;;4316;LOCAÇÃO DE IMÓVEL;UN;1,0000;99870,7500;99870,7500;0,0000;29/06/2023
DELEGACIA DA RECEITA FEDERAL - SAO LUIS/MA;170028;7;Serviço;170028-90011/2022;Contratação dos Serviços de Fornecimento de energia elétrica - PRORROGAÇÃO;CNBS (Catálogo Nacional de Bens e Serviços);Serviço;691;SERVIÇOS DE DISTRIBUIÇÃO DE ELETRICIDADE E DISTRIBUIÇÃO DE  GÁS ATRAVÉS DE TUBULAÇÃO;;;4120;ENERGIA ELÉTRICA - FORNECIMENTO MERCADO REGULADO;UN;1,0000;293470,4300;293470,4300;0,0000;31/03/2023
DELEGACIA DA RECEITA FEDERAL - SAO LUIS/MA;170028;8;Obras e Serviços de Engenharia;170028-90007/2022;Conclusão da obra de construção da agência de Balsas-MA;CNBS (Catálogo Nacional de Bens e Serviços);Serviço;542;SERVIÇOS GERAIS DE CONSTRUÇÃO PARA OBRAS DE ENGENHARIA CIVIL;;;5622;OBRAS CIVIS PÚBLICAS ( CONSTRUÇÃO );UN;1,0000;1100000,0000;1100000,0000;0,0000;31/07/2023
DELEGACIA DA RECEITA FEDERAL - SAO LUIS/MA;170028;9;Obras e Serviços de Engenharia;170028-90008/2022;Retomada da obra de construção da agência de Caxias e ajuste de projeto;CNBS (Catálogo Nacional de Bens e Serviços);Serviço;542;SERVIÇOS GERAIS DE CONSTRUÇÃO PARA OBRAS DE ENGENHARIA CIVIL;;;5622;OBRAS CIVIS PÚBLICAS ( CONSTRUÇÃO );UN;1,0000;880000,0000;880000,0000;0,0000;30/11/2023
DELEGACIA DA RECEITA FEDERAL - SAO LUIS/MA;170028;10;Serviço;170028-90010/2022;Prestação de serviços de capatazia para a DRF/SLS e Agências Jurisdicionadas PRORROGAÇÃO;CNBS (Catálogo Nacional de Bens e Serviços);Serviço;671;SERVIÇOS DE CARGA E DESCARGA;;;15890;ESTIVA - CARREGADOR / OPERADOR CARGA;UN;1,0000;66020,6100;66020,6100;0,0000;01/12/2023
DELEGACIA DA RECEITA FEDERAL - SAO LUIS/MA;170028;11;Serviço;170028-90012/2022;Fornecimento de água e coleta de esgoto sanitário - PRORROGAÇÃO;CNBS (Catálogo Nacional de Bens e Serviços);Serviço;692;SERVIÇOS DE DISTRIBUIÇÃO DE ÁGUA ATRAVÉS DE TUBULAÇÃO;;;22845;FORNECIMENTO DE ÁGUA E COLETA DE ESGOTO SANITÁRIO;UN;1,0000;4924,7000;4924,7000;0,0000;03/01/2023
DELEGACIA DA RECEITA FEDERAL - SAO LUIS/MA;170028;12;Locação de Imóveis;170028-90013/2022;Locação de imóvel DMA Inspetoria SLS - PRORROGAÇÃO;CNBS (Catálogo Nacional de Bens e Serviços);Serviço;721;SERVIÇOS IMOBILIÁRIOS RELATIVOS A LOCAÇÃO OU ARRENDAMENTO;;;4316;LOCAÇÃO DE IMÓVEL;UN;1,0000;882000,0000;882000,0000;0,0000;01/12/2023
DELEGACIA DA RECEITA FEDERAL - SAO LUIS/MA;170028;13;Obras e Serviços de Engenharia;170028-90009/2022;Manutenção predial das agências jurisdicionadas à Delegacia da Receita federal em São Luís -MA;CNBS (Catálogo Nacional de Bens e Serviços);Serviço;545;TIPOS ESPECIAIS DE SERVIÇOS DE CONSTRUÇÃO;;;1627;MANUTENÇÃO / REFORMA PREDIAL;UN;1,0000;200000,0000;200000,0000;0,0000;31/05/2023
DELEGACIA DA RECEITA FEDERAL - SAO LUIS/MA;170028;14;Material;170028-90002/2022;Aquisição de café, açúcar e galões de água mineral;CNBS (Catálogo Nacional de Bens e Serviços);Material;8925;AÇÚCAR, CONFEITOS, CASTANHAS, NOZES E SIMILARES;19777;AÇÚCAR;463998;COLORAÇÃO: BRANCA, PRAZO VALIDADE MÍNIMO: 24 MESES, TIPO: REFINADO;EMB;450,0000;5,0900;2290,5000;0,0000;28/04/2023
DELEGACIA DA RECEITA FEDERAL - SAO LUIS/MA;170028;15;Material;170028-90002/2022;Aquisição de café, açúcar e galões de água mineral;CNBS (Catálogo Nacional de Bens e Serviços);Material;8125;GARRAFAS E JARROS;1281;GARRAFÃO;335521;MATERIAL: ACRÍLICO, APLICAÇÃO: ÁGUA, CAPACIDADE: 20;UN;100,0000;23,1000;2310,0000;0,0000;28/04/2023
DELEGACIA DA RECEITA FEDERAL - SAO LUIS/MA;170028;16;Material;170028-90002/2022;Aquisição de café, açúcar e galões de água mineral;CNBS (Catálogo Nacional de Bens e Serviços);Material;8955;CAFÉ, CHÁ E CHOCOLATE;19766;CAFÉ;463592;CARACTERÍSTICA ADICIONAL: BLEND ARÁBICA E CONILON, INTENSIDADE: MÉDIA, PRAZO VALIDADE MÍNIMO: 12 MESES, EMPACOTAMENTO: VÁCUO, TIPO: TRADICIONAL, APRESENTAÇÃO: TORRADO MOÍDO;PCT;300,0000;35,7000;10710,0000;0,0000;28/04/2023
DELEGACIA DA RECEITA FEDERAL - SAO LUIS/MA;170028;17;Material;170028-90001/2022;Aquisição de itens do almoxarifado virtual;CNBS (Catálogo Nacional de Bens e Serviços);Material;7060;PEÇAS E ACESSÓRIOS PARA COMPUTADORES;6669;MONITOR COMPUTADOR;463272;AJUSTE: AJUSTE DE ROTAÇÃO, ALTURA E INCLINAÇÃO DO DISPLAY, FORMATO TELA: WIDESCREEN, TIPO DE TELA: LED, GARANTIA ON SITE: 12, INTERATIVIDADE DA TELA: SEM INTERATIVIDADE, QUALIDADE DE IMAGEM: FULL HD, ALIMENTAÇÃO: BIVOLT, TAMANHO TELA: ATÉ 22;UN;50,0000;600,0000;30000,0000;0,0000;01/06/2023
DELEGACIA DA RECEITA FEDERAL - SAO LUIS/MA;170028;18;Material;170028-90001/2022;Aquisição de itens do almoxarifado virtual;CNBS (Catálogo Nacional de Bens e Serviços);Material;7350;LOUÇA E ARTIGOS DE MESA;5849;COPO DESCARTÁVEL;;;-;0,0000;0,0000;18491,0000;0,0000;01/06/2023
DELEGACIA DA RECEITA FEDERAL - SAO LUIS/MA;170028;19;Material;170028-90001/2022;Aquisição de itens do almoxarifado virtual;CNBS (Catálogo Nacional de Bens e Serviços);Material;7090;SUPRIMENTOS DE INFORMÁTICA - TIC;;;;;-;0,0000;0,0000;96939,0000;0,0000;01/06/2023
DELEGACIA DA RECEITA FEDERAL - SAO LUIS/MA;170028;20;Material;170028-90001/2022;Aquisição de itens do almoxarifado virtual;CNBS (Catálogo Nacional de Bens e Serviços);Material;7510;ARTIGOS PARA ESCRITÓRIO;;;;;-;0,0000;0,0000;200000,0000;0,0000;01/06/2023
DELEGACIA DA RECEITA FEDERAL - SAO LUIS/MA;170028;21;Material;170028-90001/2022;Aquisição de itens do almoxarifado virtual;CNBS (Catálogo Nacional de Bens e Serviços);Material;7040;EQUIPAMENTOS DE ENTRADA DE DADOS;238;SCANNER;150513;NOME: SCANNER;UN;10,0000;500,0000;5000,0000;0,0000;01/06/2023
DELEGACIA DA RECEITA FEDERAL - SAO LUIS/MA;170028;22;Material;170028-90003/2022;Aquisição de água mineral para a DRF/SLS e Agências Jurisdicionadas;CNBS (Catálogo Nacional de Bens e Serviços);Material;8960;BEBIDAS NÃO ALCOÓLICAS;19555;ÁGUA MINERAL NATURAL;;;-;0,0000;0,0000;8675,1000;0,0000;02/05/2023
DELEGACIA DA RECEITA FEDERAL - SAO LUIS/MA;170028;23;Material;170028-90003/2022;Aquisição de água mineral para a DRF/SLS e Agências Jurisdicionadas;CNBS (Catálogo Nacional de Bens e Serviços);Material;8960;BEBIDAS NÃO ALCOÓLICAS;19555;ÁGUA MINERAL NATURAL;;;-;0,0000;0,0000;20958,0000;0,0000;02/05/2023
DELEGACIA DA RECEITA FEDERAL - SAO LUIS/MA;170028;24;Serviço;170028-90005/2022;Serviços Telefônicos Fixos Comutados STFC (fixo-fixo e fixo-móvel) para a DRF/SLS e Agências;CNBS (Catálogo Nacional de Bens e Serviços);Serviço;141;SERVIÇOS DE TELEFONIA  FIXA COMUTADA  (STFC),  TELECOMUNICA-ÇÕES MÓVEIS (SMP) E TELECOMUNICAÇÕES SATELITAIS;;;;;-;0,0000;0,0000;74445,0800;0,0000;29/05/2023
DELEGACIA DA RECEITA FEDERAL - SAO LUIS/MA;170028;25;Serviço;170028-90017/2022;Prestação de serviços de vigilância orgânica armada Imperatriz e Balsas - PRORROGAÇÃO;CNBS (Catálogo Nacional de Bens e Serviços);Serviço;852;SERVIÇOS DE INVESTIGAÇÃO E SEGURANÇA;;;24015;SERVIÇO DE VIGILÂNCIA ARMADA;POSTO;1,0000;252417,5600;252417,5600;0,0000;31/01/2023
DELEGACIA DA RECEITA FEDERAL - SAO LUIS/MA;170028;26;Serviço;170028-90019/2022;Prestação de serviços de vigilância eletrônica- CFTV;CNBS (Catálogo Nacional de Bens e Serviços);Serviço;852;SERVIÇOS DE INVESTIGAÇÃO E SEGURANÇA;;;21660;MONITORAMENTO CIRCUITO FECHADO TV;UN;1,0000;50000,0000;50000,0000;0,0000;30/11/2023
DELEGACIA DA RECEITA FEDERAL - SAO LUIS/MA;170028;27;Serviço;170028-90020/2022;Prestação de serviços de limpeza e conservação- PRORROGAÇÃO;CNBS (Catálogo Nacional de Bens e Serviços);Serviço;853;SERVIÇOS DE LIMPEZA;;;24023;PRESTAÇÃO DE SERVIÇO DE LIMPEZA E CONSERVAÇÃO - OUTRAS      NECESSIDADES;M2;1,0000;366593,7200;366593,7200;0,0000;24/03/2023
DELEGACIA DA RECEITA FEDERAL - SAO LUIS/MA;170028;28;Serviço;170028-90022/2022;Serviços terceirizados de recepcionistas Imperatriz e Balsas- PRORROGAÇÃO;CNBS (Catálogo Nacional de Bens e Serviços);Serviço;911;SERVIÇOS ADMINISTRATIVOS DO GOVERNO;;;5380;PRESTAÇÃO DE SERVIÇOS DE APOIO ADMINISTRATIVO;UN;1,0000;161458,4200;161458,4200;0,0000;01/08/2023
DELEGACIA DA RECEITA FEDERAL - SAO LUIS/MA;170028;29;Serviço;170028-90023/2022;Serviços de Técnico secretariado , Auxiliar de escritório , Contínuo e porteiros- PRORROGAÇÃO;CNBS (Catálogo Nacional de Bens e Serviços);Serviço;911;SERVIÇOS ADMINISTRATIVOS DO GOVERNO;;;5380;PRESTAÇÃO DE SERVIÇOS DE APOIO ADMINISTRATIVO;UN;1,0000;399213,8600;399213,8600;0,0000;09/03/2023
DELEGACIA DA RECEITA FEDERAL - SAO LUIS/MA;170028;30;Serviço;170028-90024/2022;Serviços de Recepcionistas e Motoristas para DRF/SLS, Caxias, Sta Inês e IRF/SLS- PRORROGAÇÃO;CNBS (Catálogo Nacional de Bens e Serviços);Serviço;911;SERVIÇOS ADMINISTRATIVOS DO GOVERNO;;;5380;PRESTAÇÃO DE SERVIÇOS DE APOIO ADMINISTRATIVO;UN;1,0000;518942,0900;518942,0900;0,0000;29/09/2023
DELEGACIA DA RECEITA FEDERAL - SAO LUIS/MA;170028;31;Serviço;170028-90025/2022;Serviços continuados de destruição de cigarros apreendidos IRF/SLS;CNBS (Catálogo Nacional de Bens e Serviços);Serviço;942;SERVIÇOS DE ELIMINAÇÃO DE REJEITOS;;;19232;INCINERAÇÃO MATERIAL APREENDIDO;UN;1,0000;200000,0000;200000,0000;0,0000;04/04/2023
DELEGACIA DA RECEITA FEDERAL - SAO LUIS/MA;170028;32;Serviço;170028-90018/2022;Prestação de serviços de vigilância orgânica armada Obra Caxias - PRORROGAÇÃO;CNBS (Catálogo Nacional de Bens e Serviços);Serviço;852;SERVIÇOS DE INVESTIGAÇÃO E SEGURANÇA;;;24015;SERVIÇO DE VIGILÂNCIA ARMADA;POSTO;1,0000;257452,0200;257452,0200;0,0000;04/04/2023
DELEGACIA DA RECEITA FEDERAL - SAO LUIS/MA;170028;33;Serviço;170028-90005/2023;Serviços de limpeza de reservatórios de água nas Agências jurisdicionadas à DRFB/SLS;CNBS (Catálogo Nacional de Bens e Serviços);Serviço;853;SERVIÇOS DE LIMPEZA;;;13595;MANUTENÇÃO / HIGIENIZAÇÃO DE RESERVATÓRIO DE ÁGUA POTÁVEL;UN;24,0000;1250,0000;30000,0000;0,0000;14/08/2023
DELEGACIA DA REC.FEDERAL EM TERESINA/PI;170035;1;Material;170035-90007/2022;Água mineral;CNBS (Catálogo Nacional de Bens e Serviços);Material;8960;BEBIDAS NÃO ALCOÓLICAS;19555;ÁGUA MINERAL NATURAL;445485;TIPO: SEM GÁS, MATERIAL EMBALAGEM: PLÁSTICO, TIPO EMBALAGEM: RETORNÁVEL;GRR;3000,0000;10,0000;30000,0000;0,0000;27/04/2023
DELEGACIA DA REC.FEDERAL EM TERESINA/PI;170035;2;Material;170035-90006/2022;Materiais permanentes - Móveis e outros;CNBS (Catálogo Nacional de Bens e Serviços);Material;4120;EQUIPAMENTO DE AR CONDICIONADO;13768;APARELHO AR CONDICIONADO;;;-;0,0000;0,0000;20000,0000;0,0000;29/11/2023
DELEGACIA DA REC.FEDERAL EM TERESINA/PI;170035;3;Material;170035-90006/2022;Materiais permanentes - Móveis e outros;CNBS (Catálogo Nacional de Bens e Serviços);Material;7125;ARMÁRIOS E ESTANTES;218;ESTANTE;;;-;0,0000;0,0000;25000,0000;0,0000;29/11/2023
DELEGACIA DA REC.FEDERAL EM TERESINA/PI;170035;4;Material;170035-90006/2022;Materiais permanentes - Móveis e outros;CNBS (Catálogo Nacional de Bens e Serviços);Material;7110;MOBILIÁRIO PARA ESCRITÓRIO;321;MESA ESCRITÓRIO;;;-;0,0000;0,0000;15000,0000;0,0000;29/11/2023
DELEGACIA DA REC.FEDERAL EM TERESINA/PI;170035;5;Material;170035-90006/2022;Materiais permanentes - Móveis e outros;CNBS (Catálogo Nacional de Bens e Serviços);Material;7110;MOBILIÁRIO PARA ESCRITÓRIO;313;CADEIRA ESCRITÓRIO;;;-;0,0000;0,0000;50000,0000;0,0000;29/11/2023
DELEGACIA DA REC.FEDERAL EM TERESINA/PI;170035;6;Material;170035-90006/2022;Materiais permanentes - Móveis e outros;CNBS (Catálogo Nacional de Bens e Serviços);Material;7230;TAPEÇARIAS, CORTINAS E PERSIANAS;760;PERSIANA;;;-;0,0000;0,0000;150000,0000;0,0000;29/11/2023
DELEGACIA DA REC.FEDERAL EM TERESINA/PI;170035;7;Material;170035-90005/2022;Materiais de informática;CNBS (Catálogo Nacional de Bens e Serviços);Material;7060;PEÇAS E ACESSÓRIOS PARA COMPUTADORES;15410;ADAPTADOR CONECTOR;;;-;0,0000;0,0000;1000,0000;0,0000;28/09/2023
DELEGACIA DA REC.FEDERAL EM TERESINA/PI;170035;8;Material;170035-90005/2022;Materiais de informática;CNBS (Catálogo Nacional de Bens e Serviços);Material;7060;PEÇAS E ACESSÓRIOS PARA COMPUTADORES;13510;TECLADO MICROCOMPUTADOR;;;-;0,0000;0,0000;2000,0000;0,0000;28/09/2023
DELEGACIA DA REC.FEDERAL EM TERESINA/PI;170035;9;Material;170035-90005/2022;Materiais de informática;CNBS (Catálogo Nacional de Bens e Serviços);Material;7060;PEÇAS E ACESSÓRIOS PARA COMPUTADORES;5409;MOUSE COMPUTADOR;;;-;0,0000;0,0000;2000,0000;0,0000;28/09/2023
DELEGACIA DA REC.FEDERAL EM TERESINA/PI;170035;10;Material;170035-90005/2022;Materiais de informática;CNBS (Catálogo Nacional de Bens e Serviços);Material;7060;PEÇAS E ACESSÓRIOS PARA COMPUTADORES;14697;CÂMERA WEB;;;-;0,0000;0,0000;5000,0000;0,0000;28/09/2023
DELEGACIA DA REC.FEDERAL EM TERESINA/PI;170035;11;Material;170035-90005/2022;Materiais de informática;CNBS (Catálogo Nacional de Bens e Serviços);Material;6140;BATERIAS RECARREGÁVEIS;15210;BATERIA NOTEBOOK;;;-;0,0000;0,0000;30000,0000;0,0000;28/09/2023
